2026;1;2025.12.31.;0;0 Ft;77;213 225 Ft;2503;6 560 Ft;35501;2 395 Ft;5;10;20;24;27;30;31;2;10;13;16;17;27;34
2025;52;2025.12.24.;0;0 Ft;101;149 395 Ft;3187;4 735 Ft;35026;2 230 Ft;3;9;11;18;24;29;35;4;5;10;15;22;30;35
2025;51;2025.12.17.;1;216 286 005 Ft;50;325 330 Ft;2286;7 115 Ft;36300;2 320 Ft;5;13;17;18;22;33;34;5;12;13;18;24;25;35
2025;50;2025.12.10.;0;0 Ft;39;405 875 Ft;2447;6 470 Ft;34622;2 365 Ft;3;4;8;10;19;25;28;1;5;9;14;26;28;30
2025;49;2025.12.03.;0;0 Ft;50;300 875 Ft;1994;7 545 Ft;30594;2 545 Ft;3;4;13;15;26;29;35;1;9;10;16;20;29;33
2025;48;2025.11.26.;1;67 067 970 Ft;82;178 260 Ft;3056;4 785 Ft;38145;1 985 Ft;2;7;11;13;18;21;34;6;9;17;22;25;28;34
2025;47;2025.11.19.;2;145 151 715 Ft;70;236 990 Ft;2573;6 445 Ft;34634;2 480 Ft;6;12;18;20;26;28;33;5;6;15;16;18;27;33
2025;46;2025.11.12.;0;0 Ft;86;194 505 Ft;3215;5 205 Ft;41504;2 085 Ft;4;5;9;14;24;26;27;4;7;14;21;23;24;33
2025;45;2025.11.05.;0;0 Ft;48;325 785 Ft;2343;6 675 Ft;34232;2 365 Ft;11;12;14;15;19;21;28;2;8;11;14;29;33;35
2025;44;2025.10.29.;0;0 Ft;62;230 915 Ft;2113;6 775 Ft;28263;2 620 Ft;4;6;9;10;20;29;30;4;15;18;20;21;29;32
2025;43;2025.10.22.;1;68 602 560 Ft;60;249 195 Ft;2071;7 220 Ft;32293;2 395 Ft;1;2;4;7;9;16;23;2;3;5;6;25;34;35
2025;42;2025.10.15.;1;143 420 325 Ft;61;258 010 Ft;2480;6 345 Ft;35154;2 320 Ft;8;10;11;15;18;22;28;3;8;14;15;19;24;31
2025;41;2025.10.08.;0;0 Ft;49;316 725 Ft;2191;7 085 Ft;34208;2 350 Ft;10;12;17;21;23;27;28;7;10;12;14;23;34;35
2025;40;2025.10.01.;1;297 912 575 Ft;92;176 415 Ft;3030;5 355 Ft;41887;2 005 Ft;6;7;8;13;17;23;31;4;6;11;19;27;29;31
2025;39;2025.09.24.;0;0 Ft;43;377 425 Ft;2028;8 005 Ft;31458;2 670 Ft;2;6;8;10;16;17;26;11;19;20;24;25;30;34
2025;38;2025.09.17.;0;0 Ft;58;280 480 Ft;2301;7 070 Ft;34632;2 430 Ft;1;9;11;13;15;18;19;2;5;6;10;17;18;25
2025;37;2025.09.10.;0;0 Ft;36;450 060 Ft;2126;7 620 Ft;33909;2 475 Ft;9;16;17;20;27;31;32;3;4;8;16;17;29;31
2025;36;2025.09.03.;2;34 980 810 Ft;87;175 265 Ft;2688;5 675 Ft;38791;2 035 Ft;5;9;18;23;27;28;33;8;13;18;19;22;23;34
2025;35;2025.08.27.;5;44 780 550 Ft;104;164 415 Ft;2981;5 735 Ft;40073;2 210 Ft;1;5;12;14;23;31;35;12;13;18;19;24;27;31
2025;34;2025.08.20.;0;0 Ft;34;456 235 Ft;1889;8 210 Ft;27639;2 905 Ft;1;2;4;12;15;16;35;4;14;16;20;24;30;31
2025;33;2025.08.13.;0;0 Ft;105;154 170 Ft;3212;5 040 Ft;39319;2 130 Ft;3;13;15;24;25;30;35;3;12;15;23;27;31;33
2025;32;2025.08.06.;1;71 761 795 Ft;84;186 195 Ft;3000;5 215 Ft;41416;1 955 Ft;1;3;7;12;17;19;21;6;9;12;13;28;33;34
2025;31;2025.07.30.;1;146 299 050 Ft;59;274 225 Ft;2197;7 365 Ft;33594;2 495 Ft;6;8;13;21;26;30;35;3;4;10;20;23;25;27
2025;30;2025.07.23.;0;0 Ft;48;327 215 Ft;1829;8 585 Ft;30117;2 700 Ft;11;12;16;26;28;31;33;10;12;16;17;22;24;28
2025;29;2025.07.16.;1;479 593 535 Ft;73;258 170 Ft;2571;7 330 Ft;36952;2 640 Ft;1;12;14;26;31;32;34;2;7;11;15;22;32;35
2025;28;2025.07.09.;0;0 Ft;109;163 645 Ft;3842;4 645 Ft;46145;2 000 Ft;9;14;17;20;27;30;31;7;13;18;19;21;30;33
2025;27;2025.07.02.;0;0 Ft;69;246 210 Ft;2689;6 320 Ft;39380;2 235 Ft;1;4;11;12;18;27;35;3;18;19;23;24;29;35
2025;26;2025.06.25.;0;0 Ft;68;245 125 Ft;2546;6 545 Ft;37603;2 295 Ft;4;7;10;20;21;24;28;3;5;15;19;30;31;34
2025;25;2025.06.18.;0;0 Ft;62;286 740 Ft;2440;7 285 Ft;37203;2 475 Ft;2;8;17;21;23;28;30;9;16;17;22;30;33;34
2025;24;2025.06.11.;0;0 Ft;50;328 160 Ft;1840;8 915 Ft;29516;2 880 Ft;1;6;7;12;15;17;31;21;24;26;28;30;31;34
2025;23;2025.06.04.;1;226 238 325 Ft;85;197 830 Ft;2776;6 060 Ft;35915;2 425 Ft;2;12;16;20;23;28;31;1;8;15;18;25;27;35
2025;22;2025.05.28.;0;0 Ft;50;324 290 Ft;2096;7 735 Ft;31600;2 655 Ft;2;7;16;18;23;30;34;4;5;6;22;26;33;34
2025;21;2025.05.21.;0;0 Ft;51;319 180 Ft;2193;7 425 Ft;33508;2 515 Ft;2;6;18;20;24;27;35;4;15;19;22;24;25;31
2025;20;2025.05.14.;1;154 612 230 Ft;49;370 590 Ft;2142;8 480 Ft;35185;2 670 Ft;5;10;11;16;19;20;22;11;12;15;19;24;25;35
2025;19;2025.05.07.;0;0 Ft;24;647 440 Ft;1792;8 670 Ft;28841;2 790 Ft;5;6;10;26;33;34;35;11;13;18;19;20;26;29
2025;18;2025.04.30.;5;15 755 225 Ft;154;111 490 Ft;3134;5 480 Ft;40160;2 215 Ft;9;11;12;14;27;30;34;3;6;14;16;24;27;34
2025;17;2025.04.23.;1;336 528 495 Ft;84;231 610 Ft;2849;6 830 Ft;42850;2 350 Ft;7;9;13;22;25;30;31;4;15;16;21;24;28;29
2025;16;2025.04.16.;0;0 Ft;86;228 715 Ft;3628;5 420 Ft;48994;2 080 Ft;1;9;13;17;23;24;31;3;5;6;9;18;29;34
2025;15;2025.04.09.;0;0 Ft;61;285 265 Ft;2529;6 880 Ft;38472;2 340 Ft;7;9;12;13;15;17;26;15;16;18;24;27;31;35
2025;14;2025.04.02.;0;0 Ft;43;391 170 Ft;2021;8 325 Ft;32290;2 695 Ft;1;5;16;27;28;31;34;5;6;9;24;25;32;35
2025;13;2025.03.26.;1;330 329 580 Ft;61;303 885 Ft;3159;5 870 Ft;44128;2 175 Ft;3;12;19;23;24;31;34;4;19;24;29;32;33;35
2025;12;2025.03.19.;0;0 Ft;63;285 055 Ft;2748;6 535 Ft;40471;2 295 Ft;1;2;7;10;28;29;30;3;7;10;11;25;27;29
2025;11;2025.03.12.;0;0 Ft;79;230 705 Ft;3121;5 840 Ft;42072;2 240 Ft;2;6;17;21;24;30;33;5;7;9;10;11;13;35
2025;10;2025.03.05.;0;0 Ft;56;308 460 Ft;2104;8 210 Ft;33397;2 675 Ft;6;9;12;22;26;32;33;11;12;14;16;21;27;30
2025;9;2025.02.26.;1;244 091 925 Ft;85;211 610 Ft;3135;5 735 Ft;41369;2 250 Ft;6;8;16;22;25;26;34;8;11;18;22;27;29;35
2025;8;2025.02.19.;0;0 Ft;58;307 665 Ft;2352;7 585 Ft;34757;2 660 Ft;2;9;10;14;23;24;31;10;15;17;18;26;30;33
2025;7;2025.02.12.;0;0 Ft;55;315 785 Ft;2695;6 445 Ft;38572;2 330 Ft;2;4;11;18;19;26;27;4;5;15;17;21;29;34
2025;6;2025.02.05.;1;155 610 985 Ft;72;242 470 Ft;2440;7 155 Ft;37632;2 400 Ft;1;4;9;14;28;32;35;1;3;4;7;16;20;35
2025;5;2025.01.29.;0;0 Ft;67;245 630 Ft;2367;6 955 Ft;35341;2 410 Ft;3;5;15;17;20;30;33;14;16;17;19;23;32;35
2025;4;2025.01.22.;1;76 244 425 Ft;71;234 050 Ft;2902;5 725 Ft;37721;2 280 Ft;3;6;9;12;16;27;30;6;7;8;17;18;22;25
2025;3;2025.01.15.;1;159 282 230 Ft;90;192 430 Ft;2822;6 135 Ft;37550;2 390 Ft;12;16;18;24;28;32;34;7;8;15;25;26;31;33
2025;2;2025.01.08.;0;0 Ft;96;181 215 Ft;3609;4 820 Ft;45914;1 960 Ft;3;8;9;13;17;19;27;1;2;9;10;14;21;25
2025;1;2025.01.01.;2;32 860 915 Ft;47;304 765 Ft;1999;7 165 Ft;29817;2 485 Ft;1;3;4;6;12;16;30;2;6;9;11;20;29;34
2024;52;2024.12.27.;1;795 691 425 Ft;90;252 700 Ft;3182;7 145 Ft;46545;2 545 Ft;2;6;10;11;13;17;31;5;11;12;16;21;25;35
2024;51;2024.12.18.;0;0 Ft;75;311 275 Ft;3467;6 735 Ft;52547;2 315 Ft;3;8;9;10;16;23;27;1;2;11;13;17;24;31
2024;50;2024.12.11.;0;0 Ft;121;176 965 Ft;3871;5 530 Ft;49909;2 220 Ft;8;11;15;23;25;27;31;1;8;11;14;22;25;33
2024;49;2024.12.04.;0;0 Ft;95;213 125 Ft;3396;5 960 Ft;44625;2 350 Ft;8;12;14;24;26;28;31;6;9;18;24;26;28;35
2024;48;2024.11.27.;0;0 Ft;45;400 115 Ft;2267;7 940 Ft;35225;2 645 Ft;6;8;10;14;30;31;35;14;15;17;24;25;29;33
2024;47;2024.11.20.;0;0 Ft;74;232 780 Ft;2500;6 890 Ft;35121;2 540 Ft;5;6;8;13;20;27;35;1;15;16;18;26;28;35
2024;46;2024.11.13.;0;0 Ft;64;278 450 Ft;2717;6 560 Ft;38491;2 395 Ft;1;5;11;22;23;25;31;3;10;16;20;21;28;30
2024;45;2024.11.06.;0;0 Ft;48;333 385 Ft;2378;6 730 Ft;34997;2 365 Ft;6;13;14;15;19;25;31;4;7;17;26;27;32;35
2024;44;2024.10.30.;0;0 Ft;31;502 430 Ft;1654;9 415 Ft;27527;2 930 Ft;5;14;16;17;26;34;35;10;14;15;16;17;29;32
2024;43;2024.10.23.;0;0 Ft;20;691 205 Ft;1427;9 690 Ft;23801;3 005 Ft;1;9;20;25;27;31;32;1;4;5;16;20;26;33
2024;42;2024.10.16.;1;300 592 235 Ft;50;347 320 Ft;2346;7 400 Ft;35418;2 540 Ft;3;6;8;10;16;26;35;5;12;13;18;22;31;32
2024;41;2024.10.09.;0;0 Ft;68;246 080 Ft;2691;6 220 Ft;38753;2 235 Ft;4;8;9;18;22;25;34;3;7;15;16;20;21;32
2024;40;2024.10.02.;0;0 Ft;57;278 415 Ft;2489;6 375 Ft;36291;2 265 Ft;5;9;13;14;17;20;30;4;11;14;19;26;27;33
2024;39;2024.09.25.;0;0 Ft;44;353 285 Ft;1995;7 790 Ft;30631;2 625 Ft;4;12;13;15;26;28;35;10;14;17;23;24;25;30
2024;38;2024.09.18.;1;307 359 920 Ft;49;373 995 Ft;2343;7 820 Ft;37580;2 525 Ft;1;6;11;17;28;29;31;2;3;4;15;18;23;32
2024;37;2024.09.11.;0;0 Ft;60;293 895 Ft;2440;7 225 Ft;36530;2 500 Ft;8;10;11;14;15;18;27;2;6;14;16;21;22;29
2024;36;2024.09.04.;0;0 Ft;49;323 145 Ft;3032;5 220 Ft;36750;2 230 Ft;4;6;11;12;14;18;19;3;13;16;18;23;24;28
2024;35;2024.08.28.;0;0 Ft;60;253 250 Ft;2144;7 085 Ft;31858;2 470 Ft;8;10;15;17;24;29;31;2;13;24;25;26;27;29
2024;34;2024.08.21.;1;66 030 755 Ft;43;334 680 Ft;2057;6 995 Ft;29696;2 510 Ft;1;12;13;15;23;32;34;3;4;5;6;16;19;25
2024;33;2024.08.14.;1;71 414 330 Ft;61;255 160 Ft;2477;6 285 Ft;34606;2 330 Ft;4;7;14;15;23;30;35;1;5;14;22;27;28;34
2024;32;2024.08.07.;1;296 094 820 Ft;64;265 175 Ft;3033;5 595 Ft;39872;2 205 Ft;2;11;18;24;29;32;34;1;3;9;14;17;24;32
2024;31;2024.07.31.;0;0 Ft;41;388 465 Ft;2128;7 485 Ft;32453;2 540 Ft;2;8;18;22;27;31;32;6;9;25;28;29;32;34
2024;30;2024.07.24.;0;0 Ft;42;378 000 Ft;2090;7 595 Ft;32003;2 570 Ft;6;20;21;24;25;26;33;2;4;6;19;22;24;27
2024;29;2024.07.17.;0;0 Ft;59;267 105 Ft;2377;6 630 Ft;37246;2 190 Ft;3;7;22;27;29;30;34;11;14;17;18;25;28;29
2024;28;2024.07.10.;1;74 505 970 Ft;46;353 010 Ft;1619;10 030 Ft;28590;2 940 Ft;1;15;16;17;19;30;34;6;19;20;29;30;32;35
2024;27;2024.07.03.;2;35 434 370 Ft;31;498 250 Ft;1806;8 550 Ft;29439;2 715 Ft;11;13;14;16;20;23;28;8;10;16;17;26;30;35
2024;26;2024.06.26.;1;464 910 150 Ft;67;265 145 Ft;2642;6 725 Ft;38649;2 380 Ft;4;5;14;17;21;28;33;1;2;14;18;21;26;29
2024;25;2024.06.19.;0;0 Ft;52;341 160 Ft;2361;7 515 Ft;35388;2 595 Ft;13;19;20;25;28;30;34;8;15;17;20;22;30;31
2024;24;2024.06.12.;0;0 Ft;39;480 625 Ft;2339;8 015 Ft;35812;2 710 Ft;1;5;10;23;31;32;34;4;5;11;14;20;26;34
2024;23;2024.06.05.;0;0 Ft;69;235 570 Ft;2489;6 530 Ft;35703;2 355 Ft;3;4;7;10;14;16;17;4;12;15;16;25;28;33
2024;22;2024.05.29.;0;0 Ft;46;342 015 Ft;1948;8 075 Ft;30220;2 695 Ft;1;4;10;11;17;24;25;10;14;15;22;25;30;34
2024;21;2024.05.22.;0;0 Ft;40;377 245 Ft;1842;8 190 Ft;31233;2 500 Ft;8;14;15;19;29;34;35;3;4;10;11;18;29;34
2024;20;2024.05.15.;4;17 918 345 Ft;91;171 660 Ft;2870;5 445 Ft;38430;2 105 Ft;3;7;8;9;10;23;24;4;6;12;19;27;30;34
2024;19;2024.05.08.;1;216 068 210 Ft;36;457 840 Ft;1670;9 870 Ft;28295;3 015 Ft;2;4;11;12;26;27;31;1;16;17;20;30;32;33
2024;18;2024.05.01.;0;0 Ft;61;246 400 Ft;2220;6 770 Ft;31717;2 455 Ft;1;11;14;20;21;30;33;3;8;12;23;31;32;35
2024;17;2024.04.24.;0;0 Ft;41;379 985 Ft;2352;6 625 Ft;34324;2 350 Ft;1;2;4;9;20;23;25;2;12;13;14;19;22;33
2024;16;2024.04.17.;1;72 675 370 Ft;47;337 010 Ft;2394;6 615 Ft;34479;2 380 Ft;8;10;12;22;24;30;34;6;7;8;14;19;24;25
2024;15;2024.04.10.;1;477 448 345 Ft;88;204 615 Ft;4070;4 425 Ft;49081;1 900 Ft;4;13;17;20;28;30;35;5;7;9;17;18;21;27
2024;14;2024.04.03.;0;0 Ft;55;297 720 Ft;2189;7 480 Ft;34605;2 450 Ft;1;2;6;9;11;13;31;3;8;13;20;25;26;32
2024;13;2024.03.27.;0;0 Ft;63;272 110 Ft;2511;6 825 Ft;37195;2 385 Ft;6;8;13;14;22;23;35;5;14;21;24;25;28;32
2024;12;2024.03.20.;0;0 Ft;83;210 775 Ft;3263;5 360 Ft;44177;2 050 Ft;7;9;23;26;29;31;33;3;6;12;17;21;24;30
2024;11;2024.03.13.;0;0 Ft;64;286 300 Ft;2725;6 725 Ft;41715;2 275 Ft;3;4;7;18;19;22;26;5;20;23;26;27;32;34
2024;10;2024.03.06.;0;0 Ft;63;265 365 Ft;2605;6 420 Ft;38933;2 225 Ft;9;11;13;18;23;24;26;7;11;12;17;18;24;30
2024;9;2024.02.28.;1;337 087 435 Ft;85;226 995 Ft;3425;5 635 Ft;44592;2 240 Ft;1;6;9;12;16;20;27;2;4;7;8;9;11;18
2024;8;2024.02.21.;0;0 Ft;57;327 760 Ft;2367;7 895 Ft;37674;2 565 Ft;8;10;14;20;23;24;35;1;12;13;14;23;26;29
2024;7;2024.02.14.;0;0 Ft;70;264 165 Ft;2923;6 325 Ft;36963;2 590 Ft;5;10;15;20;21;28;30;1;2;7;11;20;27;32
2024;6;2024.02.07.;0;0 Ft;55;309 080 Ft;2399;7 085 Ft;34943;2 520 Ft;1;6;18;19;24;27;32;3;4;5;6;9;20;21
2024;5;2024.01.31.;1;412 971 265 Ft;75;250 695 Ft;2614;7 195 Ft;36363;2 675 Ft;1;18;20;21;25;28;35;10;13;14;18;22;26;30
2024;4;2024.01.24.;0;0 Ft;79;233 120 Ft;2897;6 355 Ft;39298;2 425 Ft;6;12;14;27;30;33;35;1;5;11;15;18;27;29
2024;3;2024.01.17.;0;0 Ft;146;126 490 Ft;3904;4 730 Ft;48554;1 970 Ft;3;9;11;19;22;25;32;3;5;10;19;25;28;32
2024;2;2024.01.10.;0;0 Ft;118;156 400 Ft;3523;5 240 Ft;44067;2 170 Ft;1;9;12;15;20;30;34;4;12;14;19;22;27;29
2024;1;2024.01.03.;0;0 Ft;64;247 895 Ft;2488;6 375 Ft;36453;2 255 Ft;3;8;10;11;30;31;35;7;8;11;15;19;23;35
2023;52;2023.12.27.;1;265 343 960 Ft;74;222 725 Ft;3069;5 370 Ft;38258;1 950 Ft;8;10;12;19;21;26;32;1;7;9;13;25;32;33
2023;51;2023.12.20.;0;0 Ft;59;292 240 Ft;2334;7 385 Ft;33503;2 330 Ft;8;12;13;15;20;22;34;6;10;11;16;20;24;26
2023;50;2023.12.13.;0;0 Ft;84;198 570 Ft;3027;5 510 Ft;40291;1 875 Ft;4;5;7;13;21;23;32;10;14;20;29;31;32;35
2023;49;2023.12.06.;0;0 Ft;43;370 520 Ft;2010;7 925 Ft;32221;2 240 Ft;1;4;13;24;28;30;35;2;7;9;10;14;32;33
2023;48;2023.11.29.;2;272 313 210 Ft;123;158 800 Ft;3752;5 205 Ft;47318;1 860 Ft;1;5;8;11;16;22;34;4;8;14;17;19;21;28
2023;47;2023.11.22.;0;0 Ft;74;254 495 Ft;2923;6 445 Ft;42043;2 075 Ft;3;6;11;15;22;25;27;9;11;21;22;26;31;33
2023;46;2023.11.15.;0;0 Ft;78;241 310 Ft;2567;7 330 Ft;38778;2 195 Ft;2;4;13;21;22;32;34;1;6;8;11;16;17;18
2023;45;2023.11.08.;0;0 Ft;47;387 585 Ft;2189;8 320 Ft;34028;2 425 Ft;14;17;20;29;32;34;35;11;20;21;22;23;24;34
2023;44;2023.11.01.;0;0 Ft;72;218 670 Ft;2906;5 420 Ft;36629;1 945 Ft;4;9;12;19;24;29;35;6;9;14;16;24;29;33
2023;43;2023.10.25.;0;0 Ft;63;243 510 Ft;2623;5 850 Ft;35571;1 950 Ft;4;5;11;14;18;22;29;9;18;19;23;25;26;31
2023;42;2023.10.18.;0;0 Ft;54;310 495 Ft;2594;6 465 Ft;37539;2 020 Ft;4;6;8;12;17;27;30;4;5;15;19;27;32;34
2023;41;2023.10.11.;0;0 Ft;40;395 940 Ft;1772;8 940 Ft;28283;2 535 Ft;2;15;20;28;29;31;33;8;16;17;20;22;26;33
2023;40;2023.10.04.;1;62 462 330 Ft;33;473 200 Ft;1521;10 265 Ft;25583;2 765 Ft;6;11;12;20;26;30;34;10;11;16;17;18;21;26
2023;39;2023.09.27.;1;339 571 185 Ft;84;207 550 Ft;2831;6 160 Ft;39184;2 015 Ft;7;11;15;19;22;26;33;5;6;15;19;26;28;31
2023;38;2023.09.20.;0;0 Ft;95;186 780 Ft;3747;4 735 Ft;48222;1 665 Ft;7;12;20;21;22;29;34;3;7;11;21;23;24;27
2023;37;2023.09.13.;0;0 Ft;34;542 085 Ft;1964;9 385 Ft;32767;2 545 Ft;1;10;16;22;32;34;35;1;2;3;14;20;23;31
2023;36;2023.09.06.;0;0 Ft;34;493 895 Ft;2326;7 220 Ft;34459;2 205 Ft;5;6;10;14;18;26;28;8;10;18;24;30;33;34
2023;35;2023.08.30.;0;0 Ft;44;329 345 Ft;1721;8 420 Ft;27578;2 380 Ft;2;10;11;15;16;20;33;10;11;14;25;32;34;35
2023;34;2023.08.23.;1;249 058 760 Ft;71;224 665 Ft;3005;5 310 Ft;41817;1 725 Ft;3;4;5;6;9;12;25;1;7;10;17;19;26;35
2023;33;2023.08.16.;0;0 Ft;51;314 770 Ft;2572;6 240 Ft;39013;1 860 Ft;3;5;15;16;23;25;29;14;17;18;25;27;28;29
2023;32;2023.08.09.;0;0 Ft;63;246 925 Ft;2658;5 855 Ft;37632;1 870 Ft;3;4;10;17;29;31;33;4;10;17;18;29;31;33
2023;31;2023.08.02.;0;0 Ft;43;341 960 Ft;2167;6 785 Ft;34955;1 905 Ft;2;3;4;11;14;19;35;17;19;20;24;27;32;35
2023;30;2023.07.26.;4;30 616 285 Ft;75;205 160 Ft;2741;5 615 Ft;39245;1 775 Ft;1;3;8;17;20;27;32;3;5;8;10;11;14;17
2023;29;2023.07.19.;0;0 Ft;55;276 895 Ft;1983;7 680 Ft;32394;2 130 Ft;2;3;6;19;22;27;30;15;20;24;25;26;28;33
2023;28;2023.07.12.;1;63 903 320 Ft;62;257 675 Ft;2645;6 040 Ft;37914;1 905 Ft;5;11;17;19;25;26;30;2;10;11;12;18;19;30
2023;27;2023.07.05.;1;392 476 815 Ft;63;269 635 Ft;2059;8 250 Ft;33692;2 280 Ft;7;20;21;22;23;25;26;13;14;16;19;20;27;35
2023;26;2023.06.28.;0;0 Ft;57;293 295 Ft;2303;7 260 Ft;36744;2 060 Ft;2;4;16;24;25;26;32;13;18;19;22;30;32;35
2023;25;2023.06.21.;0;0 Ft;74;227 090 Ft;3314;5 070 Ft;48069;1 580 Ft;3;5;9;12;13;26;29;7;12;18;22;23;27;30
2023;24;2023.06.14.;0;0 Ft;52;335 000 Ft;2498;6 975 Ft;36583;2 155 Ft;7;8;15;26;30;31;34;9;12;16;20;26;28;34
2023;23;2023.06.07.;0;0 Ft;70;225 230 Ft;3536;4 460 Ft;38064;1 875 Ft;6;7;10;14;17;25;26;1;3;5;6;7;10;25
2023;22;2023.05.31.;0;0 Ft;81;178 075 Ft;2876;5 015 Ft;38336;1 705 Ft;1;2;5;11;12;19;20;3;9;13;20;21;31;34
2023;21;2023.05.24.;1;468 909 130 Ft;151;121 240 Ft;4091;4 475 Ft;52828;1 570 Ft;3;7;14;16;19;29;32;1;5;13;14;19;27;35
2023;20;2023.05.17.;0;0 Ft;58;327 720 Ft;4357;4 365 Ft;52149;1 650 Ft;3;7;22;23;27;31;33;1;2;3;4;7;27;30
2023;19;2023.05.10.;0;0 Ft;58;311 150 Ft;2333;7 735 Ft;37112;2 200 Ft;8;12;16;18;29;30;35;10;11;17;20;21;25;26
2023;18;2023.05.03.;0;0 Ft;61;273 540 Ft;2420;6 895 Ft;39001;1 935 Ft;12;16;19;24;29;31;32;2;3;4;8;19;31;35
2023;17;2023.04.26.;0;0 Ft;67;255 265 Ft;2420;7 065 Ft;37084;2 085 Ft;6;22;23;27;29;30;31;4;6;10;15;17;29;35
2023;16;2023.04.19.;0;0 Ft;49;353 995 Ft;2458;7 055 Ft;38646;2 030 Ft;7;12;16;20;21;22;24;1;13;16;18;25;26;33
2023;15;2023.04.12.;0;0 Ft;82;186 685 Ft;2738;5 590 Ft;35811;1 935 Ft;3;11;15;17;23;30;35;1;4;10;14;17;32;35
2023;14;2023.04.05.;1;336 814 445 Ft;74;237 525 Ft;2799;6 280 Ft;41938;1 895 Ft;1;4;8;19;33;34;35;2;4;11;15;18;20;21
2023;13;2023.03.29.;0;0 Ft;76;220 080 Ft;3043;5 495 Ft;42167;1 795 Ft;2;3;9;20;21;29;33;2;5;15;22;29;31;32
2023;12;2023.03.22.;0;0 Ft;38;440 515 Ft;2173;7 705 Ft;34867;2 175 Ft;1;2;3;8;21;22;23;6;13;14;18;25;29;30
2023;11;2023.03.15.;0;0 Ft;70;234 835 Ft;2861;5 745 Ft;40625;1 830 Ft;1;3;7;12;15;30;33;2;3;6;11;12;22;25
2023;10;2023.03.08.;0;0 Ft;35;477 790 Ft;2276;7 345 Ft;35313;2 145 Ft;8;10;22;27;28;29;35;6;10;24;28;31;32;35
2023;9;2023.03.01.;1;197 596 140 Ft;54;312 100 Ft;2267;7 435 Ft;36493;2 090 Ft;1;15;16;30;32;33;35;4;5;19;21;27;30;32
2023;8;2023.02.22.;0;0 Ft;104;157 870 Ft;3225;5 090 Ft;44684;1 665 Ft;3;8;11;17;21;33;34;3;10;12;13;23;25;26
2023;7;2023.02.15.;0;0 Ft;64;251 980 Ft;2441;6 605 Ft;36804;1 985 Ft;19;23;24;27;30;32;34;5;15;16;21;25;31;34
2023;6;2023.02.08.;1;125 951 720 Ft;58;279 045 Ft;2481;6 525 Ft;36937;1 985 Ft;2;6;9;13;14;19;26;4;10;11;21;26;29;32
2023;5;2023.02.01.;0;0 Ft;85;180 040 Ft;3631;4 215 Ft;46630;1 915 Ft;3;5;7;13;19;26;31;11;13;16;23;29;31;34
2023;4;2023.01.25.;1;407 597 425 Ft;54;339 945 Ft;2461;7 460 Ft;39242;2 115 Ft;2;6;19;25;29;32;33;6;11;12;14;31;33;35
2023;3;2023.01.18.;0;0 Ft;51;358 915 Ft;2372;7 715 Ft;39128;2 115 Ft;5;6;8;9;27;28;34;2;10;19;20;25;30;31
2023;2;2023.01.11.;0;0 Ft;77;223 840 Ft;3247;5 310 Ft;43034;1 815 Ft;2;6;14;16;17;27;34;3;5;14;21;28;30;31
